,Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
1232,24109,Medium,0.03,2.6,2.4,479,Tim Moore,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,East,New York,West Babylon,11704,2011-03-03,2011-03-04,-5.27,1,3.88,87740
1233,24976,Critical,0.01,15.14,4.53,479,Tim Moore,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Eldon® Gobal File Keepers,0.81,East,New York,West Babylon,11704,2011-08-23,2011-08-25,-30.2848,8,121.92,87741
1234,20064,Medium,0.04,44.43,46.59,479,Tim Moore,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Hon 61000 Series Interactive Training Tables,0.67,East,New York,West Babylon,11704,2013-03-14,2013-03-15,33.988949999999996,11,513.94,87746
1235,25462,Critical,0.06,348.21,40.19,480,Max Ross Finch,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,0.62,East,New York,West Islip,11795,2011-10-29,2011-10-30,-101.80684800000003,3,1038.45,87742
1236,25481,Critical,0.08,27.48,4.0,480,Max Ross Finch,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,East,New York,West Islip,11795,2012-11-29,2012-11-30,11.506000000000014,21,560.82,87745
1237,19594,High,0.0,146.34,43.75,482,Marion Stephenson,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,0.65,Central,Illinois,Orland Park,60462,2012-07-04,2012-07-05,-144.198,2,321.9,90356
1238,19710,Low,0.04,120.97,7.11,482,Marion Stephenson,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,0.36,Central,Illinois,Orland Park,60462,2012-12-24,2012-12-28,1083.3620999999998,13,1570.09,90357
1239,20637,Critical,0.03,11.97,4.98,483,Edgar McKenzie,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples 6 Outlet Surge,0.58,Central,Illinois,Oswego,60543,2010-07-27,2010-07-28,-18.19,6,73.18,90353
1240,22864,Not Specified,0.06,3.36,6.27,483,Edgar McKenzie,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,0.4,Central,Illinois,Oswego,60543,2010-10-23,2010-10-24,-24.057540000000003,2,8.82,90354
1241,22865,Not Specified,0.07,699.99,24.49,483,Edgar McKenzie,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Canon PC1060 Personal Laser Copier,0.41,Central,Illinois,Oswego,60543,2010-10-23,2010-10-25,2583.56148,9,5976.09,90354
1242,26344,Critical,0.08,8.04,8.94,483,Edgar McKenzie,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.4,Central,Illinois,Oswego,60543,2011-05-20,2011-05-22,-196.0635,13,102.27,90355
1243,26345,Critical,0.04,2.23,4.57,483,Edgar McKenzie,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Eldon Pizzaz™ Desk Accessories,0.41,Central,Illinois,Oswego,60543,2011-05-20,2011-05-22,-52.92,7,17.81,90355
1244,23286,Medium,0.07,12.21,4.81,483,Edgar McKenzie,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Portable Personal File Box,0.58,Central,Illinois,Oswego,60543,2013-05-21,2013-05-22,-36.78,10,115.06,90358
1245,20668,Not Specified,0.05,2.88,0.5,485,Edward Leonard,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 49,0.36,West,California,Fresno,93727,2010-03-18,2010-03-20,6.0512999999999995,3,8.77,91062
1246,21136,Medium,0.04,90.97,28.0,485,Edward Leonard,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,0.38,West,California,Fresno,93727,2013-04-28,2013-04-29,547.0251,9,792.79,91066
1247,21675,Low,0.05,200.98,55.96,485,Edward Leonard,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,0.75,West,California,Fresno,93727,2013-10-30,2013-11-03,-737.41,20,3961.88,91069
1248,23859,High,0.01,11.97,5.81,486,Tracey Gross,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Staples SlimLine Pencil Sharpener,0.6,West,California,Gilroy,95020,2011-09-20,2011-09-22,-38.94,10,123.4,91064
1249,25627,High,0.04,65.99,5.92,486,Tracey Gross,Express Air,Corporate,Technology,Telephones and Communication,Small Box,252,0.55,West,California,Gilroy,95020,2011-12-06,2011-12-08,476.5209,12,690.61,91065
1250,23618,Low,0.03,39.98,9.83,486,Tracey Gross,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",0.4,West,California,Gilroy,95020,2013-09-02,2013-09-09,707.7888,26,1053.74,91067
1251,23619,Low,0.03,125.99,2.5,486,Tracey Gross,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,i2000,0.6,West,California,Gilroy,95020,2013-09-02,2013-09-06,937.95084,16,1761.78,91067
1252,24739,Medium,0.02,165.2,19.99,486,Tracey Gross,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,West,California,Gilroy,95020,2013-10-11,2013-10-13,1952.15,24,4009.89,91068
1253,23394,Medium,0.1,3.36,6.27,487,Molly Vincent,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,0.4,East,Maine,Sanford,4073,2010-05-18,2010-05-19,-67.0565,5,20.87,91063
1254,23395,Medium,0.07,12.28,4.86,488,Ronnie Creech,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1933,0.38,East,Maine,South Portland,4106,2010-05-18,2010-05-20,-7.94,2,25.7,91063
1255,23393,Medium,0.09,20.99,0.99,489,Eileen Cheek,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory25,0.57,East,Massachusetts,Norwood,2062,2010-05-18,2010-05-18,122.292,14,229.57,91063
1256,21676,Low,0.0,209.37,69.0,490,Jeff Lassiter,Regular Air,Corporate,Furniture,Tables,Large Box,Hon 2111 Invitation™ Series Corner Table,0.79,East,New Jersey,Montclair,7042,2013-10-30,2013-11-04,-505.98447900000014,8,1369.41,91069
1257,1147,Medium,0.08,2.94,0.96,491,Toni Swanson,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,East,New York,New York City,10154,2010-05-15,2010-05-17,-2.12,23,66.7,8353
1258,1450,Critical,0.01,4.98,6.07,491,Toni Swanson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1897,0.36,East,New York,New York City,10154,2010-08-10,2010-08-11,-69.07,41,217.0,10464
1259,914,Critical,0.02,1360.14,14.7,491,Toni Swanson,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,0.59,East,New York,New York City,10154,2010-12-20,2010-12-22,2028.12,22,31670.6,6562
1260,6046,Not Specified,0.02,9.06,9.86,491,Toni Swanson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0.4,East,New York,New York City,10154,2010-12-20,2010-12-22,-63.51,24,239.82,42852
1261,7033,High,0.03,55.48,6.79,491,Toni Swanson,Express Air,Consumer,Office Supplies,Paper,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",0.37,East,New York,New York City,10154,2011-09-10,2011-09-12,823.26,62,3397.27,50209
1262,7034,High,0.0,20.89,11.52,491,Toni Swanson,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Iris® 3-Drawer Stacking Bin, Black",0.83,East,New York,New York City,10154,2011-09-10,2011-09-11,-46.2,4,106.6,50209
1263,1146,Medium,0.06,8.32,2.38,491,Toni Swanson,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",0.74,East,New York,New York City,10154,2013-05-15,2013-05-17,-36.63,44,371.28,8353
1264,757,Not Specified,0.02,6.48,6.6,491,Toni Swanson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 21,0.37,East,New York,New York City,10154,2013-07-20,2013-07-22,-92.05,48,320.23,5441
1265,758,Not Specified,0.04,17.15,4.96,491,Toni Swanson,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Advantus Rolling Storage Box,0.58,East,New York,New York City,10154,2013-07-20,2013-07-21,6.11,22,383.52,5441
1266,6068,Low,0.02,105.34,24.49,491,Toni Swanson,Express Air,Consumer,Furniture,Office Furnishings,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,0.61,East,New York,New York City,10154,2013-07-27,2013-08-05,464.05,17,1867.65,42982
1267,6069,Low,0.08,39.89,3.04,491,Toni Swanson,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,0.53,East,New York,New York City,10154,2013-07-27,2013-08-01,651.74,59,2230.19,42982
1268,25033,High,0.03,55.48,6.79,492,Courtney Weber,Express Air,Consumer,Office Supplies,Paper,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",0.37,South,Virginia,Rose Hill,24281,2011-09-10,2011-09-12,-47.838,15,821.92,88909
1269,24068,Low,0.02,105.34,24.49,492,Courtney Weber,Express Air,Consumer,Furniture,Office Furnishings,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,0.61,South,Virginia,Rose Hill,24281,2013-07-27,2013-08-05,-2549.176,4,439.45,88910
1270,25034,High,0.0,20.89,11.52,492,Courtney Weber,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Iris® 3-Drawer Stacking Bin, Black",0.83,South,Virginia,Rose Hill,24281,2013-09-10,2013-09-11,82.482,1,26.65,88911
1271,18757,Not Specified,0.02,6.48,6.6,493,Douglas Buck,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 21,0.37,West,Washington,Seatac,98158,2010-07-20,2010-07-22,-92.05,10,66.71,88906
1272,18758,Not Specified,0.04,17.15,4.96,493,Douglas Buck,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Advantus Rolling Storage Box,0.58,West,Washington,Seatac,98158,2010-07-20,2010-07-21,6.11,5,87.16,88906
1273,19146,Medium,0.06,8.32,2.38,494,Jimmy Alston Holder,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",0.74,West,Washington,Seattle,98115,2010-05-15,2010-05-17,-36.63,12,101.26,88905
1274,19147,Medium,0.08,2.94,0.96,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,West,Washington,Seattle,98115,2010-05-15,2010-05-17,-2.12,6,17.4,88905
1275,19450,Critical,0.01,4.98,6.07,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1897,0.36,West,Washington,Seattle,98115,2010-08-10,2010-08-11,-35.916399999999996,10,52.93,88907
1276,18914,Critical,0.02,1360.14,14.7,494,Jimmy Alston Holder,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,0.59,West,Washington,Seattle,98115,2010-12-20,2010-12-22,3042.18,6,8637.44,88908
1277,24046,Not Specified,0.02,9.06,9.86,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0.4,West,Washington,Seattle,98115,2010-12-20,2010-12-22,-31.755,6,59.95,88908
1278,24069,Low,0.08,39.89,3.04,494,Jimmy Alston Holder,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,0.53,West,Washington,Seattle,98115,2013-07-27,2013-08-01,391.22999999999996,15,567.0,88910
1279,19998,Critical,0.1,28.15,6.17,496,Douglas Gay,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",0.55,South,Tennessee,Morristown,37814,2011-02-11,2011-02-12,19.560000000000002,4,106.84,90707
1280,20995,High,0.08,60.98,30.0,496,Douglas Gay,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Fabric Task Chair,0.7,South,Tennessee,Morristown,37814,2013-04-08,2013-04-10,-378.0,8,483.24,90709
1281,26315,Critical,0.07,152.48,6.5,497,Steve McKee,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.74,South,Tennessee,Murfreesboro,37130,2010-11-14,2010-11-16,171.8388,35,5062.49,90706
1282,25884,Medium,0.1,3.89,7.01,497,Steve McKee,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,0.37,South,Tennessee,Murfreesboro,37130,2012-05-20,2012-05-22,-11.4793,13,52.06,90708
1283,25885,Medium,0.08,6.48,10.05,497,Steve McKee,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1997,0.37,South,Tennessee,Murfreesboro,37130,2012-05-20,2012-05-22,-26.278,4,29.98,90708
1284,20996,High,0.1,10.64,5.16,497,Steve McKee,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,South,Tennessee,Murfreesboro,37130,2013-04-08,2013-04-10,4.085999999999999,12,124.3,90709
1285,19602,Low,0.1,35.41,1.99,499,Anne Coates,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,0.43,West,Utah,Murray,84107,2012-04-09,2012-04-16,-90.94,1,32.51,90368
1286,19603,Low,0.0,16.74,7.04,499,Anne Coates,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Rogers® Profile Extra Capacity Storage Tub,0.81,West,Utah,Murray,84107,2012-04-09,2012-04-09,-142.75,9,155.59,90368
1287,22262,Critical,0.0,30.42,8.65,499,Anne Coates,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Internet Keyboard, Platinum",0.74,West,Utah,Murray,84107,2013-05-21,2013-05-22,-60.98,16,518.81,90371
1288,22806,Not Specified,0.07,14.48,1.99,500,Brenda Cowan,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,TDK 4.7GB DVD+RW,0.49,West,Utah,Ogden,84404,2012-11-02,2012-11-04,98.03200000000001,18,251.37,90369
1289,23107,High,0.09,20.89,1.99,500,Brenda Cowan,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",0.48,West,Utah,Ogden,84404,2012-11-07,2012-11-10,326.216,27,520.08,90370
1290,22263,Critical,0.08,4.91,0.5,500,Brenda Cowan,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 478,0.36,West,Utah,Ogden,84404,2013-05-21,2013-05-23,28.897199999999998,9,41.88,90371
1291,24662,Low,0.08,6.48,7.91,500,Brenda Cowan,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 216,0.37,West,Utah,Ogden,84404,2013-05-31,2013-06-07,-179.11,14,90.21,90372
1292,24928,High,0.03,11.5,7.19,501,Jacob Duncan,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Covers for Plastic or Wire Binding Elements,0.4,West,Utah,Orem,84057,2013-08-09,2013-08-09,-10.517532000000003,6,71.52,90373
1293,25075,Not Specified,0.06,100.98,15.66,503,Jeanne Woodruff,Delivery Truck,Small Business,Office Supplies,Appliances,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,0.57,Central,Minnesota,Saint Louis Park,55416,2012-10-12,2012-10-13,219.4384,9,879.21,91008
1294,20544,High,0.02,180.98,55.24,503,Jeanne Woodruff,Delivery Truck,Small Business,Office Supplies,Appliances,Jumbo Drum,Avanti 4.4 Cu. Ft. Refrigerator,0.57,Central,Minnesota,Saint Louis Park,55416,2013-03-28,2013-03-30,253.14,7,1268.26,91009
1295,20545,High,0.01,150.98,66.27,503,Jeanne Woodruff,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,0.65,Central,Minnesota,Saint Louis Park,55416,2013-03-28,2013-03-28,-345.92,9,1468.97,91009
1296,20546,High,0.05,6.45,1.34,503,Jeanne Woodruff,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",0.36,Central,Minnesota,Saint Louis Park,55416,2013-03-28,2013-03-30,36.7701,8,53.29,91009
1297,20547,High,0.01,1.89,0.76,503,Jeanne Woodruff,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Revere Boxed Rubber Bands by Revere,0.83,Central,Minnesota,Saint Louis Park,55416,2013-03-28,2013-03-30,-18.72,10,19.64,91009
1298,25562,Low,0.01,4.37,5.15,505,Neil Arnold Kidd,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,Central,Indiana,Frankfort,46041,2013-01-07,2013-01-12,-99.262,7,33.3,87360
1299,25563,Low,0.03,4.98,4.95,505,Neil Arnold Kidd,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,0.37,Central,Indiana,Frankfort,46041,2013-01-07,2013-01-12,-110.88576,11,55.6,87360
1300,25769,Medium,0.04,35.99,1.25,505,Neil Arnold Kidd,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory13,0.57,Central,Indiana,Frankfort,46041,2013-01-21,2013-01-22,279.23609999999996,13,404.69,87361
1301,18280,Critical,0.08,276.2,24.49,506,Teresa Boyette,Regular Air,Corporate,Furniture,Chairs & Chairmats,Large Box,SAFCO Arco Folding Chair,,Central,Kansas,Wichita,67212,2013-03-04,2013-03-05,67.84,2,535.53,87362
1302,18303,Critical,0.01,55.98,4.86,507,Carol Saunders,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1908,0.36,South,Kentucky,Bowling Green,42104,2010-10-18,2010-10-20,32.9409,11,646.97,87357
1303,18304,Critical,0.04,65.99,8.99,507,Carol Saunders,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Talkabout T8367,0.56,South,Kentucky,Bowling Green,42104,2010-10-18,2010-10-19,131.334,17,946.29,87357
1304,18279,Critical,0.02,22.98,1.99,507,Carol Saunders,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",0.46,South,Kentucky,Bowling Green,42104,2013-03-04,2013-03-06,52.217999999999996,10,227.46,87362
1305,21958,High,0.01,20.98,53.03,508,Cameron Owens,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,South,Kentucky,Covington,41011,2010-02-23,2010-02-23,-282.0818,5,123.0,87356
1306,18305,Critical,0.01,128.24,12.65,508,Cameron Owens,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,SAFCO Folding Chair Trolley,,South,Kentucky,Covington,41011,2010-10-18,2010-10-21,140.1354,4,554.08,87357
1307,18981,Low,0.03,4.06,6.89,508,Cameron Owens,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,0.6,South,Kentucky,Covington,41011,2011-06-21,2011-06-28,131.32259999999997,6,27.24,87358
1308,22479,High,0.08,95.99,35.0,508,Cameron Owens,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Safco Industrial Wire Shelving,,South,Kentucky,Covington,41011,2012-05-07,2012-05-08,1103.5223999999998,3,278.06,87359
1309,24641,Not Specified,0.1,15.14,4.53,508,Cameron Owens,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,Eldon® Gobal File Keepers,0.81,South,Kentucky,Covington,41011,2013-08-17,2013-08-19,46.47,20,280.21,87363
1310,19895,Low,0.02,48.04,5.09,510,Gregory Rao,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1910,0.37,West,California,Manteca,95336,2010-01-13,2010-01-13,105.25259999999999,3,152.54,90058
1311,20007,Critical,0.03,6.37,5.19,510,Gregory Rao,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,West,California,Manteca,95336,2010-08-01,2010-08-02,-29.0927,14,89.79,90059
1312,21318,Critical,0.08,7.28,5.47,510,Gregory Rao,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth Structures Collection™,0.35,West,California,Manteca,95336,2011-07-25,2011-07-27,-28.13,5,36.1,90061
1313,19393,Medium,0.07,8.85,5.6,510,Gregory Rao,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,0.36,West,California,Manteca,95336,2011-11-16,2011-11-17,1.3915000000000006,5,53.64,90062
1314,19394,Medium,0.01,449.99,24.49,510,Gregory Rao,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Canon PC940 Copier,0.52,West,California,Manteca,95336,2011-11-16,2011-11-18,53.32480000000004,9,4129.7,90062
1315,19894,Low,0.03,145.45,17.85,510,Gregory Rao,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,West,California,Manteca,95336,2013-01-13,2013-01-18,-468.598356,1,148.45,90067
1316,25260,Medium,0.01,179.29,29.21,511,Zachary Wu,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,East,Maine,Gorham,4038,2012-11-11,2012-11-13,86.65802860000014,9,1687.66,90066
1317,26170,Low,0.04,3.98,0.7,512,Tim Joseph Dennis,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,4009® Highlighters by Sanford,0.52,East,Massachusetts,Malden,2148,2012-04-02,2012-04-07,34.4034,13,49.86,90064
1318,25261,Medium,0.0,70.89,89.3,513,Annette Sharpe,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,KI Conference Tables,0.69,East,New Jersey,Toms River,8753,2012-11-11,2012-11-13,119.30787000000001,40,3053.38,90066
1319,23187,Low,0.1,210.55,9.99,514,Meredith Brandon,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"24 Capacity Maxi Data Binder Racks, Pearl",0.6,Central,Texas,Mineral Wells,76067,2011-03-24,2011-03-26,1077.3935999999999,8,1561.44,90060
1320,21527,Low,0.06,39.98,9.83,514,Meredith Brandon,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",0.4,Central,Texas,Mineral Wells,76067,2012-01-25,2012-01-30,112.70800000000001,5,192.52,90063
1321,21528,Low,0.08,115.99,56.14,514,Meredith Brandon,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,0.4,Central,Texas,Mineral Wells,76067,2012-01-25,2012-01-25,-208.11130799999998,11,1200.62,90063
1322,23824,Low,0.0,56.96,13.22,514,Meredith Brandon,Express Air,Consumer,Office Supplies,Appliances,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",0.56,Central,Texas,Mineral Wells,76067,2012-10-09,2012-10-18,148.7824,10,582.43,90065
1323,24888,Critical,0.03,27.48,4.0,514,Meredith Brandon,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,Central,Texas,Mineral Wells,76067,2013-09-03,2013-09-05,-23.901600000000002,16,437.08,90068
1324,25259,Medium,0.05,48.04,5.79,515,Rosemary Foster,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1937,0.37,East,Vermont,Colchester,5439,2012-11-11,2012-11-13,377.4852,11,547.08,90066
1325,26171,Low,0.07,2.21,1.0,516,Kristine Powell,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Alpha® White Chalk, 12/Pack",0.38,East,Vermont,South Burlington,5403,2012-04-02,2012-04-06,4.34,4,9.55,90064
1326,20216,Low,0.07,12.64,4.98,518,Mark Ritchie,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,0.48,Central,Missouri,Clayton,63105,2010-12-05,2010-12-12,113.41499999999999,16,199.76,90867
1327,24896,Critical,0.06,7.64,1.39,518,Mark Ritchie,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,0.36,Central,Missouri,Clayton,63105,2012-01-15,2012-01-18,48.437999999999995,9,70.2,90868
1328,22212,Critical,0.02,14.45,7.17,518,Mark Ritchie,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",0.38,Central,Missouri,Clayton,63105,2012-02-07,2012-02-10,50.2435,12,177.08,90869
1329,25673,Low,0.02,4.91,0.5,519,Beverly Keith,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,0.36,East,New York,Brooklyn,11226,2012-07-12,2012-07-19,3.14,2,9.72,90870
1330,25674,Low,0.02,22.01,5.53,519,Beverly Keith,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,0.59,East,New York,Brooklyn,11226,2012-07-12,2012-07-17,19.37,5,115.22,90870
1331,21962,Medium,0.05,11.34,5.01,521,Donald Montgomery,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 188,0.36,West,Oregon,Portland,97206,2011-12-31,2012-01-01,60.045,12,138.05,89329
1332,18934,Medium,0.1,34.76,8.22,521,Donald Montgomery,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",0.57,West,Oregon,Portland,97206,2013-02-01,2013-02-03,43.36,7,225.5,89330
1333,18935,Medium,0.1,286.85,61.76,521,Donald Montgomery,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,0.78,West,Oregon,Portland,97206,2013-02-01,2013-02-02,-298.62,3,682.64,89330
1334,21623,High,0.03,535.64,14.7,521,Donald Montgomery,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Epson LQ-870 Dot Matrix Printer,0.59,West,Oregon,Portland,97206,2013-08-07,2013-08-08,8202.5682,22,11887.78,89332
1335,23200,Medium,0.02,150.98,13.99,522,Aaron Riggs,Express Air,Small Business,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,0.38,West,Oregon,Redmond,97756,2010-12-22,2010-12-24,26.099999999999998,3,480.37,89327
1336,23201,Medium,0.1,5.43,0.95,522,Aaron Riggs,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",0.36,West,Oregon,Redmond,97756,2010-12-22,2010-12-24,-2.58,1,5.76,89327
1337,23202,Medium,0.01,179.29,29.21,522,Aaron Riggs,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,West,Oregon,Redmond,97756,2010-12-22,2010-12-23,1307.955,21,3112.13,89327
